id,real_name,hit,rpm,slot,acc,rec,mag,ammo,mod,class,gx,gy,gw,gh,tex
wpn_eft_t5k_exps3,ORSIS T-5000M,1.3,40.0,2,0.05,2.72,5.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\t5k_icon
wpn_eft_t5k_bravo4,ORSIS T-5000M,1.3,40.0,2,0.05,2.72,5.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\t5k_icon
wpn_eft_trg,Sako TRG M10,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_icon
wpn_eft_trg_exps3,Sako TRG M10,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_icon
wpn_eft_trg_bravo4,Sako TRG M10,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_icon
wpn_eft_trg_black,Sako TRG M10 Black,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_black_icon
wpn_eft_trg_black_exps3,Sako TRG M10 Black,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_black_icon
wpn_eft_trg_black_bravo4,Sako TRG M10 Black,1.3,40.0,2,0.05,2.72,8.0,magnum_300,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_trg_black_icon
wpn_eft_tt33,TT-33,0.45,210.0,1,0.6,2.0,8.0,7.62x25_p,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Pistol,0.0,0.0,2.0,1.0,ui\eft_tt_duo_ui
wpn_eft_tt33_gold,TT-33,0.45,210.0,1,0.6,2.0,8.0,7.62x25_p,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Pistol,0.0,3.0,2.0,1.0,ui\eft_tt_duo_ui
wpn_eft_tx15,Lone Star TX-15 DML,0.5,800.0,2,0.16,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,11.0,20.0,6.0,2.0,ui\wpn_maid_ports
wpn_eft_tx15_exps3,Lone Star TX-15 DML,0.5,800.0,2,0.16,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,11.0,20.0,6.0,2.0,ui\wpn_maid_ports
wpn_eft_tx15_bravo4,Lone Star TX-15 DML,0.5,800.0,2,0.16,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,11.0,20.0,6.0,2.0,ui\wpn_maid_ports
wpn_eft_val,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_okp,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_1p78gs,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_usp1,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_1p76,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_1pn93n2_1gs,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_pso2,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_pso1m21,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_1p59,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_val_ekp8_02,AS VAL,0.7,900.0,2,0.33,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,4.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_okp,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_1p78gs,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_usp1,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_1p76,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_1pn93n2_1gs,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_pso2,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_pso1m21,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_1p59,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vihr_ekp8_02,SR-3M,0.7,900.0,2,0.32,0.5,30.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_okp,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_1p78gs,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_usp1,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_1p76,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_1pn93n2_1gs,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_pso2,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_pso1m21,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_1p59,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_ekp8_02,VSS Vintorez,0.7,800.0,2,0.2,0.5,10.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,8.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_okp,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_1p78gs,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_usp1,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_1p76,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_1pn93n2_1gs,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_pso2,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_pso1m21,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_1p59,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vintorez_alt_ekp8_02,VSS Vintorez,0.7,800.0,2,0.2,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,5.0,0.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vpo_136,VPO-136,0.58,600.0,2,0.45,1.845,30.0,7.62x39_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_vpo_136_ui
wpn_eft_vpo_215,Molot Arms VPO-215 Gornostay,0.58,30.0,2,0.13,0.556,5.0,7.62x39_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\eft_vpo_215_icon
wpn_eft_vpo_215_bravo4,Molot Arms VPO-215 Gornostay,0.58,30.0,2,0.13,0.556,5.0,7.62x39_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_vpo_215_icon
wpn_eft_vpo_215_exps3,Molot Arms VPO-215 Gornostay,0.58,30.0,2,0.13,0.556,5.0,7.62x39_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_vpo_215_icon
wpn_eft_vsk94,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_okp,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_1p78gs,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_usp1,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_1p76,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_1pn93n2_1gs,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_pso2,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_pso1m21,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_1p59,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_eft_vsk94_ekp8_02,KBP VSK-94,0.7,700.0,2,0.245,0.5,20.0,9x39_pab9,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\eft_9x39_pack_icon
wpn_bm16,TOZ-66 (Sawn-off),0.77,1000.0,2,0.85,9.92,2.0,12x70_buck,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Shotgun,47.0,55.0,3.0,1.0,ui\ui_icon_equipment
wpn_bm16_alt,TOZ-66 (Sawn-off),0.77,1000.0,2,0.8,9.92,2.0,12x70_buck,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Shotgun,47.0,56.0,3.0,1.0,ui\ui_icon_equipment
wpn_bm16_full,TOZ-66,0.77,1000.0,2,0.35,5.44,2.0,12x70_buck,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Shotgun,30.0,30.0,5.0,1.0,ui\ui_icon_equipment
wpn_bm16_full_alt,TOZ-66,0.77,1000.0,2,0.4,9.92,2.0,12x70_buck,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Shotgun,47.0,31.0,3.0,1.0,ui\ui_icon_equipment
wpn_bm16_full_alt_23,"TOZ-66 ""Chimera Hunter""",0.52,1000.0,2,0.4,9.92,2.0,23x75_shrapnel,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Shotgun,47.0,31.0,3.0,1.0,ui\ui_icon_equipment
wpn_g28_f,G28 F,1.1,700.0,2,0.2,0.556,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Sniper/DMR,0.0,0.0,6.0,2.0,ui\g28_icon
wpn_g28_f_exps3,G28 F EXPS3,1.1,700.0,2,0.2,0.556,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\g28_icon
wpn_g28_f_d0cter,G28 F D0CTER,1.1,700.0,2,0.2,0.556,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\g28_icon
wpn_g36c,G36C,0.5,750.0,2,0.29,0.568,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\g36_pack_icon
wpn_g36c_exps3,G36C,0.5,750.0,2,0.29,0.568,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\g36_pack_icon
wpn_g36c_bravo4,G36C,0.5,750.0,2,0.29,0.568,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,0.0,2.0,5.0,2.0,ui\g36_pack_icon
wpn_m1a,Springfield Armory M1A 7.62x51 Rifle ,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\m1a_icon_duo
wpn_m1a_exps3,Springfield Armory M1A 7.62x51 Rifle ,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\m1a_icon_duo
wpn_m1a_magpul,Springfield Armory M1A 7.62x51 Rifle ,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\m1a_icon_duo
wpn_m1a_magpul_exps3,Springfield Armory M1A 7.62x51 Rifle ,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\m1a_icon_duo
wpn_m1a_magpul_bravo4,Springfield Armory M1A 7.62x51 Rifle ,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\m1a_icon_duo
wpn_m4_exps3,M4,0.49,750.0,2,0.28,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,30.0,62.0,5.0,2.0,ui\eft_m4_ui
wpn_m4_bravo4,M4,0.49,750.0,2,0.28,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,30.0,62.0,5.0,2.0,ui\eft_m4_ui
wpn_m4a1_exps3,M4A1,0.49,770.0,2,0.31,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,25.0,42.0,5.0,2.0,ui\eft_m4a1_ui
wpn_m4a1_bravo4,M4A1,0.49,770.0,2,0.31,0.556,30.0,5.56x45_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,25.0,42.0,5.0,2.0,ui\eft_m4a1_ui
wpn_m1a_ebr,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\ebr_icon_duo
wpn_m1a_ebr_exps3,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\ebr_icon_duo
wpn_m1a_ebr_bravo4,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,0.0,6.0,2.0,ui\ebr_icon_duo
wpn_m1a_sass,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\ebr_icon_duo
wpn_m1a_sass_exps3,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\ebr_icon_duo
wpn_m1a_sass_bravo4,Mk 14 EBR,1.0,725.0,2,0.21,1.5,20.0,7.62x51_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Battle Rifle,0.0,2.0,6.0,2.0,ui\ebr_icon_duo
wpn_type63_wpn_addon_scope_pu,Type 63,0.58,700.0,2,0.244,0.762,20.0,7.62x39_fmj,1000000134-(00) EFT Weapon Pack Full - 12.19.25 (FWP Main Module),Assault Rifle,60.0,76.0,5.0,1.0,ui\ui_icon_equipment
wpn_eft_ak50_tac30,AK-50,3.0,200.0,2,0.1,4.5,10.0,12.7x55_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Battle Rifle,0.0,0.0,5.0,1.0,ui\ui_eft_ak50
wpn_eft_ak50_ado,AK-50,3.0,200.0,2,0.1,4.5,10.0,12.7x55_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Battle Rifle,0.0,0.0,5.0,1.0,ui\ui_eft_ak50
wpn_eft_ak74u_tac30,Kalashnikov AKS-74U Tactical,0.5,850.0,2,0.3,0.545,30.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_ak74u_icon
wpn_eft_ak74u_ado,Kalashnikov AKS-74U Tactical,0.5,850.0,2,0.3,0.545,30.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,5.0,2.0,ui\eft_ak74u_icon
wpn_eft_ak74_duty_cortex,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
wpn_eft_ak74_duty_march_f_shorty,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
wpn_eft_ak74_duty_e0t2_magd,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
wpn_eft_ak74_duty_e0t2_magd_off,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
wpn_eft_ak74_duty_uh1_magd_off,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
wpn_eft_ak74_duty_romeo8_magd,"Kalashnikov AK-74 ""Duty""",0.5,650.0,2,0.35,0.545,60.0,5.45x39_fmj,1000000135-(01) EFT 3DSS And PRS Module Full - 12.19.25 (ONLY ENABLE FOR 3DSS AND PRS),Assault Rifle,0.0,0.0,6.0,2.0,ui\eft_ak74_duty_ui
